10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,0 ,1, 100, 0.00999999999999, 78
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,1 ,16, 38, 0.42105263157783934, 16
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,2 ,15, 35, 0.4285714285702041, 13
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,3 ,20, 30, 0.6666666666644445, 8
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,4 ,-4, 98, -0.040816326530570594, 76
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,5 ,1, 87, 0.011494252873550007, 65
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,6 ,21, 23, 0.9130434782568999, 1
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,7 ,22, 22, 0.9999999999954546, 0
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,8 ,22, 22, 0.9999999999954546, 0
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,9 ,22, 22, 0.9999999999954546, 0
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,10 ,22, 22, 0.9999999999954546, 0
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,11 ,22, 22, 0.9999999999954546, 0
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,12 ,22, 22, 0.9999999999954546, 0
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,13 ,22, 22, 0.9999999999954546, 0
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,14 ,22, 22, 0.9999999999954546, 0
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,15 ,22, 22, 0.9999999999954546, 0
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,16 ,16, 36, 0.44444444444320985, 14
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,17 ,1, 63, 0.015873015872990677, 41
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,18 ,20, 38, 0.5263157894722992, 16
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,19 ,20, 26, 0.7692307692278108, 4
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,20 ,22, 22, 0.9999999999954546, 0
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,21 ,22, 22, 0.9999999999954546, 0
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,22 ,22, 22, 0.9999999999954546, 0
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,23 ,22, 22, 0.9999999999954546, 0
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,24 ,22, 22, 0.9999999999954546, 0
10 ,{(9  10)  (4  10)  (4  4)  (11  1)  (8  1)  (6  8)  (4  2)  (11  6)  (1  7)  (6  6)} ,0 ,25 ,22, 22, 0.9999999999954546, 0
